metric1_score_true,sentence_bleu_score_true,sbertSimilarity_score_true
0.0,0.0,0.42869269847869873
0.0,0.0,0.6362256407737732
6.666666666666667,0.06666666666666667,0.48801156878471375
16.666666666666664,0.4166666666666667,0.6601025462150574
0.0,0.0,0.44285857677459717
0.0,0.0,0.4924525022506714
0.0,0.0,0.4551045298576355
0.0,0.13333333333333333,0.46314623951911926
66.66666666666666,0.6666666666666666,0.8515016436576843
0.0,0.0,0.30143553018569946
18.75,0.25,0.6774366497993469
0.0,0.0,0.4801851809024811
10.0,0.10000000000000002,0.5552545785903931
11.11111111111111,0.11111111111111109,0.6152903437614441
14.285714285714285,0.14285714285714285,0.5370350480079651
33.33333333333333,0.3333333333333333,0.649604856967926
0.0,0.0,0.32383662462234497
9.090909090909092,0.0909090909090909,0.5022199749946594
0.0,0.0,0.472567617893219
8.333333333333332,0.08333333333333333,0.6120211482048035
10.0,0.10000000000000002,0.605993390083313
0.0,0.0,0.395546019077301
0.0,0.0,0.587803840637207
0.0,0.0,0.5308435559272766
0.0,0.10000000000000002,0.5028413534164429
14.285714285714285,0.14285714285714285,0.48311907052993774
0.0,0.0,0.5126922130584717
7.6923076923076925,0.07692307692307693,0.5418040156364441
0.0,0.0,0.32307010889053345
0.0,0.0,0.4683288037776947
0.0,0.0,0.5197410583496094
0.0,0.0,0.3767423629760742
23.076923076923077,0.23076923076923078,0.5586138367652893
0.0,0.0,0.4061320126056671
0.0,0.0,0.42023345828056335
5.555555555555555,0.05555555555555554,0.4191695749759674
8.333333333333332,0.16666666666666669,0.43634533882141113
10.0,0.2,0.5439690351486206
0.0,0.0,0.46883541345596313
0.0,0.0,0.3754281997680664
0.0,0.0,0.4294191598892212
0.0,0.0,0.4843454957008362
9.090909090909092,0.0909090909090909,0.5347435474395752
0.0,0.0,0.4068180024623871
0.0,0.10000000000000002,0.4291779398918152
0.0,0.0,0.41945967078208923
0.0,0.0,0.40266740322113037
37.5,0.4375,0.6637373566627502
20.0,0.2,0.44537585973739624
7.6923076923076925,0.07692307692307693,0.5267482995986938
0.0,0.0,0.5231136679649353
0.0,0.0,0.4542233347892761
0.0,0.2222222222222222,0.5118719935417175
0.0,0.0,0.4921354353427887
0.0,0.0,0.5214929580688477
7.142857142857142,0.07142857142857141,0.4170820116996765
0.0,0.0,0.35515716671943665
33.33333333333333,0.3333333333333333,0.6157647371292114
11.11111111111111,0.2222222222222222,0.5864866375923157
6.25,0.0625,0.4640060067176819
14.285714285714285,0.14285714285714285,0.6022523641586304
0.0,0.0,0.36718663573265076
0.0,0.0,0.5155324339866638
7.6923076923076925,0.15384615384615385,0.5081757307052612
0.0,0.0,0.5793279409408569
20.0,0.2,0.5375444889068604
14.285714285714285,0.14285714285714285,0.40856605768203735
0.0,0.0,0.4588547348976135
0.0,0.0,0.3794998526573181
0.0,0.0,0.43173789978027344
0.0,0.0,0.39854687452316284
0.0,0.0,0.3691270649433136
0.0,0.0,0.49971646070480347
11.11111111111111,0.11111111111111109,0.5561519265174866
0.0,0.0,0.4598384201526642
25.0,0.25,0.6188591718673706
0.0,0.0,0.4338723123073578
0.0,0.0,0.3596421778202057
22.22222222222222,0.2222222222222222,0.5646376013755798
0.0,0.0,0.46924132108688354
0.0,0.0,0.5094212293624878
0.0,0.0,0.5011880993843079
0.0,0.0,0.36644813418388367
20.0,0.2,0.475492000579834
28.57142857142857,0.2857142857142857,0.6308735609054565
22.22222222222222,0.2222222222222222,0.507892906665802
8.333333333333332,0.08333333333333333,0.5305456519126892
0.0,0.0,0.4836789667606354
15.384615384615385,0.15384615384615385,0.6008468866348267
9.090909090909092,0.0909090909090909,0.45956745743751526
0.0,0.0,0.37466517090797424
14.285714285714285,0.14285714285714285,0.5019407272338867
0.0,0.0,0.463017076253891
30.76923076923077,0.30769230769230765,0.6345924735069275
25.0,0.25,0.6985608339309692
16.666666666666664,0.16666666666666669,0.6569316387176514
0.0,0.0,0.46706220507621765
0.0,0.0,0.3795562982559204
7.6923076923076925,0.15384615384615385,0.43042808771133423
0.0,0.0,0.4523560702800751
